Category,Nutrients_Comp,ProductName
Fruits and fruit products,"Energy-297Kcal,Water-24g,Protein-2.3g,Fat-0.4g,CHO-71.0g,Fibre-0.7g,Ash-1.6g,Ca-80.0mg,P-80.0mg,Fe-3.5mg,Na-15.0mg,K-632.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.1mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg",Raisin (Kismis) ; Vitis vinifera
Fruits and fruit products,"Energy-77Kcal,Water-79.8g,Protein-0.7g,Fat-0.1g,CHO-18.4g,Fibre-0.4g,Ash-0.6g,Ca-6.0mg,P-9.0mg,Fe-0.3mg,Na-6.0mg,K-168.0mg,Retinol-0.0ug,Carotenes-48.0ug,Re-8.0ug,B1-0.0mg,B2-0.2mg,Niacin-2.4mg,C-3.7mg",Salak (Salak) ; Zalacca edulis
Fruits and fruit products,"Energy-294Kcal,Water-24g,Protein-2.3g,Fat-0.6g,CHO-69.8g,Fibre-1.3g,Ash-2.0g,Ca-55.0mg,P-59.0mg,Fe-2.0mg,Na-9.0mg,K-668.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.2mg,B2-0.3mg,Niacin-2.6mg,C-0.0mg",Prune (Prun)
Fruits and fruit products,"Energy-88Kcal,Water-74.3g,Protein-0.6g,Fat-0.1g,CHO-21.1g,Fibre-1.6g,Ash-2.3g,Ca-7.0mg,P-7.0mg,Fe-0.8mg,Na-340.0mg,K-50.0mg,Retinol-0.0ug,Carotenes-5.0ug,Re-1.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.5mg,C-9.3mg","Sentul, pickled (Jeruk buah sentul) ; Sandoricum koetjape"
Sugars and syrups,"Energy-291Kcal,Water-26.7g,Protein-0g,Fat-0.1g,CHO-72.5g,Fibre-0.5g,Ash-0.2g,Ca-9.0mg,P-0.0mg,Fe-0.8mg,Na-20.0mg,K-3.0mg,Retinol-20.0ug,Carotenes-3.0ug,Re-21.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.7mg,C-6.6mg","Jam, papaya (Jem betik)"
Fruits and fruit products,"Energy-31Kcal,Water-92.1g,Protein-0.4g,Fat-0.1g,CHO-7.2g,Fibre-0.0g,Ash-0.2g,Ca-9.0mg,P-2.0mg,Fe-0.6mg,Na-1.0mg,K-71.0mg,Retinol-0.0ug,Carotenes-16.0ug,Re-2.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-8.3mg","Pineapple syrup, canned (Jus nenas dalam tin)"
Fruits and fruit products,"Energy-36Kcal,Water-90g,Protein-0.7g,Fat-0.0g,CHO-8.2g,Fibre-0.8g,Ash-0.3g,Ca-17.0mg,P-11.0mg,Fe-0.6mg,Na-8.0mg,K-54.0mg,Retinol-0.0ug,Carotenes-191.0ug,Re-32.0ug,B1-0.0mg,B2-0.1mg,Niacin-2.5mg,C-9.1mg",Plums (Buah plum)  ; Prunus spp.
Fruits and fruit products,"Energy-45Kcal,Water-87.8g,Protein-0.5g,Fat-0.1g,CHO-10.6g,Fibre-0.6g,Ash-0.4g,Ca-24.0mg,P-6.0mg,Fe-1.4mg,Na-31.0mg,K-97.0mg,Retinol-0.0ug,Carotenes-270.0ug,Re-45.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.1mg,C-15.2mg",Pineapple (Nenas) ; Ananas comosa
Sugars and syrups,"Energy-303Kcal,Water-23.6g,Protein-0g,Fat-0.1g,CHO-75.6g,Fibre-0.6g,Ash-0.1g,Ca-3.4mg,P-0.0mg,Fe-0.7mg,Na-10.0mg,K-3.0mg,Retinol-0.0ug,Carotenes-14.0ug,Re-2.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.1mg,C-2.6mg","Jam, mango (Jem bacang)"
Sugars and syrups,"Energy-313Kcal,Water-21.5g,Protein-0.2g,Fat-0.0g,CHO-78.1g,Fibre-0.0g,Ash-0.2g,Ca-11.0mg,P-11.0mg,Fe-0.7mg,Na-5.0mg,K-26.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.1mg,C-0.0mg",Honey (Madu)
Fruits and fruit products,"Energy-28Kcal,Water-92.6g,Protein-0.6g,Fat-0.2g,CHO-6.0g,Fibre-0.2g,Ash-0.4g,Ca-6.0mg,P-11.0mg,Fe-0.2mg,Na-4.0mg,K-78.0mg,Retinol-0.0ug,Carotenes-410.0ug,Re-68.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.2mg,C-5.5mg",Watermelon (Tembikai) ; Citrullus vulgaris
Sugars and syrups,"Energy-76Kcal,Water-80.7g,Protein-0.1g,Fat-0.0g,CHO-18.8g,Fibre-0.0g,Ash-0.4g,Ca-32.0mg,P-7.0mg,Fe-0.2mg,Na-69.0mg,K-5.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Jelly, strawberry (Jeli strawberi)"
Fruits and fruit products,"Energy-65Kcal,Water-82g,Protein-1.3g,Fat-0.4g,CHO-14.1g,Fibre-1.6g,Ash-0.6g,Ca-12.0mg,P-20.0mg,Fe-0.5mg,Na-2.0mg,K-294.0mg,Retinol-0.0ug,Carotenes-15.0ug,Re-3.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.4mg,C-26.9mg",Soursop (Durian Belanda) ; Annona muricata
Fruits and fruit products,"Energy-313Kcal,Water-21g,Protein-3.5g,Fat-1.0g,CHO-72.6g,Fibre-1.4g,Ash-0.5g,Ca-170.0mg,P-45.0mg,Fe-11.0mg,Na-10.0mg,K-158.0mg,Retinol-0.0ug,Carotenes-20.0ug,Re-3.0ug,B1-0.1mg,B2-0.0mg,Niacin-0.1mg,C-10.0mg","Tamarind, fresh pods (Buah Asam Jawa) ; Tamarindus indica"
Sugars and syrups,"Energy-74Kcal,Water-81g,Protein-0g,Fat-0.0g,CHO-18.5g,Fibre-0.0g,Ash-0.5g,Ca-32.0mg,P-7.0mg,Fe-0.2mg,Na-62.0mg,K-24.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Jelly, honey dew (Jeli ""honey dew"")"
Sugars and syrups,"Energy-384Kcal,Water-1.1g,Protein-9.5g,Fat-0.3g,CHO-85.8g,Fibre-0.0g,Ash-3.3g,Ca-124.0mg,P-225.0mg,Fe-0.2mg,Na-110.0mg,K-1,207.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.2mg,C-0.0mg","Jelly crystals, strawberry flavoured (Jeli, berperisa strawberi)"
Sugars and syrups,"Energy-396Kcal,Water-0.8g,Protein-0.1g,Fat-0.0g,CHO-99.0g,Fibre-0.0g,Ash-0.1g,Ca-0.0mg,P-0.0mg,Fe-0.1mg,Na-2.0mg,K-0.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Sugar, rock (Gula batu)"
Sugars and syrups,"Energy-307Kcal,Water-22.9g,Protein-0g,Fat-0.1g,CHO-76.6g,Fibre-0.3g,Ash-0.1g,Ca-6.7mg,P-0.0mg,Fe-0.5mg,Na-40.0mg,K-30.0mg,Retinol-1.0ug,Carotenes-1.0ug,Re-1.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.0mg,C-2.6mg","Jam, rokam (Jem buah rokam)"
Sugars and syrups,"Energy-374Kcal,Water-6.8g,Protein-0g,Fat-0.4g,CHO-92.7g,Fibre-0.0g,Ash-0.1g,Ca-18.0mg,P-0.0mg,Fe-0.7mg,Na-2.0mg,K-0.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.4mg,Niacin-0.5mg,C-0.0mg","Sugar, coconut palm inflorescence (Gula Melaka) ; Cocos nucifera"
Meat and meat products,"Energy-252Kcal,Water-53.8g,Protein-22.5g,Fat-15.8g,CHO-4.9g,Fibre-0.0g,Ash-3.0g,Ca-58.0mg,P-201.0mg,Fe-2.5mg,Na-416.0mg,K-541.0mg,Retinol-564.0ug,Carotenes-57.0ug,Re-574.0ug,B1-0.2mg,B2-0.2mg,Niacin-0.9mg,C-0.9mg","Beef burger patty (""Burger"" daging lembu)"
Sugars and syrups,"Energy-236Kcal,Water-41.3g,Protein-0.1g,Fat-0.3g,CHO-58.1g,Fibre-0.2g,Ash-0.0g,Ca-8.0mg,P-1.0mg,Fe-0.1mg,Na-4.0mg,K-2.0mg,Retinol-0.0ug,Carotenes-3.0ug,Re-1.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg",Marmalade (Marmalade)
Meat and meat products,"Energy-230Kcal,Water-61.2g,Protein-18g,Fat-16.7g,CHO-1.8g,Fibre-0.0g,Ash-2.3g,Ca-13.1mg,P-245.0mg,Fe-2.2mg,Na-281.0mg,K-123.0mg,Retinol-28.0ug,Carotenes-0.0ug,Re-28.0ug,B1-0.3mg,B2-0.1mg,Niacin-2.0mg,C-63.6mg","Beef frankfurter (""Frankfurter"" daging lembu)"
Meat and meat products,"Energy-323Kcal,Water-55.1g,Protein-18.6g,Fat-27.6g,CHO-0.0g,Fibre-0.0g,Ash-1.8g,Ca-24.4mg,P-205.0mg,Fe-2.0mg,Na-283.0mg,K-140.0mg,Retinol-314.0ug,Carotenes-0.0ug,Re-314.0ug,B1-0.3mg,B2-0.1mg,Niacin-0.8mg,C-1.5mg","Chicken frankfurter (""Frankfurter"" daging ayam)"
Meat and meat products,"Energy-270Kcal,Water-55.7g,Protein-20g,Fat-20.6g,CHO-1.1g,Fibre-0.0g,Ash-2.6g,Ca-23.0mg,P-113.0mg,Fe-4.0mg,Na-748.0mg,K-89.0mg,Retinol-36.0ug,Carotenes-49.0ug,Re-44.0ug,B1-0.0mg,B2-0.2mg,Niacin-2.6mg,C-0.0mg","Beef, corned, canned (Daging lembu diasinkan, dalam tin) ; Bos taurus"
Meat and meat products,"Energy-206Kcal,Water-60.3g,Protein-18g,Fat-11.5g,CHO-7.6g,Fibre-0.0g,Ash-2.6g,Ca-73.0mg,P-156.0mg,Fe-2.4mg,Na-243.0mg,K-260.0mg,Retinol-211.0ug,Carotenes-47.0ug,Re-219.0ug,B1-0.2mg,B2-0.2mg,Niacin-2.6mg,C-0.9mg","Chicken burger patty (""Burger"" daging ayam)"
Sugars and syrups,"Energy-268Kcal,Water-33g,Protein-0g,Fat-0.0g,CHO-67.0g,Fibre-0.0g,Ash-0.0g,Ca-2.0mg,P-0.0mg,Fe-0.1mg,Na-4.0mg,K-5.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Syrup, rose (Sirap, ros)"
Meat and meat products,"Energy-89Kcal,Water-79.9g,Protein-16g,Fat-2.7g,CHO-0.2g,Fibre-0.0g,Ash-1.2g,Ca-25.0mg,P-232.0mg,Fe-14.3mg,Na-168.0mg,K-188.0mg,Retinol-92.0ug,Carotenes-477.0ug,Re-172.0ug,B1-0.3mg,B2-1.0mg,Niacin-4.7mg,C-8.9mg","Kidney, ox (Buah pinggang lembu)"
Meat and meat products,"Energy-107Kcal,Water-79.6g,Protein-15.5g,Fat-5.0g,CHO-0.0g,Fibre-0.0g,Ash-1.0g,Ca-6.0mg,P-187.0mg,Fe-2.7mg,Na-97.0mg,K-239.0mg,Retinol-69.0ug,Carotenes-0.0ug,Re-69.0ug,B1-0.1mg,B2-0.4mg,Niacin-4.1mg,C-5.1mg","Heart, chicken (Jantung ayam)"
Meat and meat products,"Energy-373Kcal,Water-47g,Protein-18.5g,Fat-33.1g,CHO-0.2g,Fibre-0.0g,Ash-1.2g,Ca-22.0mg,P-123.0mg,Fe-1.3mg,Na-299.0mg,K-91.0mg,Retinol-115.0ug,Carotenes-0.0ug,Re-115.0ug,B1-0.1mg,B2-0.2mg,Niacin-1.9mg,C-0.0mg","Duck, roasted (Itik panggang)"
Meat and meat products,"Energy-121Kcal,Water-77.1g,Protein-19g,Fat-5.0g,CHO-0.0g,Fibre-0.0g,Ash-0.9g,Ca-18.0mg,P-84.0mg,Fe-4.6mg,Na-28.0mg,K-239.0mg,Retinol-233.0ug,Carotenes-204.0ug,Re-267.0ug,B1-0.2mg,B2-0.4mg,Niacin-3.7mg,C-1.2mg","Heart, ox (Jantung lembu)"
Meat and meat products,"Energy-147Kcal,Water-70.5g,Protein-22.3g,Fat-6.4g,CHO-0.0g,Fibre-0.0g,Ash-0.8g,Ca-30.0mg,P-159.0mg,Fe-2.8mg,Na-113.0mg,K-221.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.2mg,B2-0.2mg,Niacin-6.0mg,C-0.0mg","Chicken, matured, dressed carcass (Ayam, dibersihkan) ; Gallus domesticus"
Meat and meat products,"Energy-224Kcal,Water-65.6g,Protein-17.1g,Fat-17.3g,CHO-0.0g,Fibre-0.0g,Ash-0.7g,Ca-8.0mg,P-136.0mg,Fe-1.1mg,Na-57.0mg,K-231.0mg,Retinol-54.0ug,Carotenes-0.0ug,Re-54.0ug,B1-0.0mg,B2-0.1mg,Niacin-2.0mg,C-3.0mg","Chicken, wing (Daging ayam, sayap)"
Meat and meat products,"Energy-96Kcal,Water-78.6g,Protein-16.5g,Fat-2.7g,CHO-1.3g,Fibre-0.0g,Ash-0.9g,Ca-7.0mg,P-144.0mg,Fe-1.8mg,Na-66.0mg,K-212.0mg,Retinol-42.0ug,Carotenes-0.0ug,Re-42.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.1mg,C-6.0mg","Gizzard, chicken (Hempedal ayam)"
Meat and meat products,"Energy-114Kcal,Water-75.9g,Protein-21.1g,Fat-3.3g,CHO-0.0g,Fibre-0.0g,Ash-1.1g,Ca-10.0mg,P-202.0mg,Fe-0.9mg,Na-46.0mg,K-348.0mg,Retinol-26.0ug,Carotenes-0.0ug,Re-26.0ug,B1-0.1mg,B2-0.1mg,Niacin-6.4mg,C-2.7mg","Rabbit, domesticated, whole carcass (Arnab) ; Oryctolagus cuniculus"
Eggs,"Energy-183Kcal,Water-70.3g,Protein-13.7g,Fat-13.6g,CHO-1.4g,Fibre-0.0g,Ash-1.0g,Ca-66.0mg,P-170.0mg,Fe-3.7mg,Na-107.0mg,K-100.0mg,Retinol-163.0ug,Carotenes-426.0ug,Re-234.0ug,B1-0.3mg,B2-0.3mg,Niacin-0.1mg,C-0.3mg","Duck egg, whole (Telur itik, sebiji)"
Eggs,"Energy-197Kcal,Water-63.5g,Protein-14.4g,Fat-14.6g,CHO-2.1g,Fibre-0.0g,Ash-5.4g,Ca-74.0mg,P-240.0mg,Fe-2.7mg,Na-526.0mg,K-153.0mg,Retinol-176.0ug,Carotenes-17.0ug,Re-179.0ug,B1-0.2mg,B2-1.6mg,Niacin-1.0mg,C-0.0mg","Duck egg, salted, whole (Telur asin, sebiji)"
Meat and meat products,"Energy-77Kcal,Water-80g,Protein-15.7g,Fat-0.1g,CHO-3.2g,Fibre-0.0g,Ash-1.0g,Ca-20.0mg,P-86.0mg,Fe-8.3mg,Na-114.0mg,K-203.0mg,Retinol-46.0ug,Carotenes-137.0ug,Re-69.0ug,B1-0.1mg,B2-0.2mg,Niacin-1.9mg,C-12.3mg","Lungs, ox (Paru-paru lembu)"
Meat and meat products,"Energy-217Kcal,Water-65.7g,Protein-10.8g,Fat-17.3g,CHO-4.6g,Fibre-0.0g,Ash-1.6g,Ca-18.0mg,P-81.0mg,Fe-3.8mg,Na-424.0mg,K-159.0mg,Retinol-33.0ug,Carotenes-29.0ug,Re-38.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.7mg,C-6.6mg","Mutton curry, canned (Kari daging kambing dalam tin)"
Eggs,"Energy-279Kcal,Water-51.8g,Protein-26.2g,Fat-18.6g,CHO-1.6g,Fibre-0.0g,Ash-1.8g,Ca-155.0mg,P-495.0mg,Fe-2.7mg,Na-103.0mg,K-132.0mg,Retinol-42.0ug,Carotenes-0.0ug,Re-42.0ug,B1-0.2mg,B2-0.2mg,Niacin-0.1mg,C-0.0mg","Turtle egg, yolk (Telur penyu, kuning telur)"
Meat and meat products,"Energy-116Kcal,Water-73.8g,Protein-19.2g,Fat-3.3g,CHO-2.4g,Fibre-0.0g,Ash-1.3g,Ca-11.0mg,P-299.0mg,Fe-10.2mg,Na-72.2mg,K-240.0mg,Retinol-15,660.0ug,Carotenes-56.0ug,Re-15,669.0ug,B1-0.3mg,B2-1.3mg,Niacin-6.2mg,C-13.6mg","Liver, chicken (Hati ayam)"
Eggs,"Energy-4Kcal,Water-98.4g,Protein-1.1g,Fat-0.0g,CHO-0.0g,Fibre-0.0g,Ash-0.5g,Ca-14.0mg,P-28.0mg,Fe-0.3mg,Na-154.0mg,K-124.0mg,Retinol-50.0ug,Carotenes-0.0ug,Re-50.0ug,B1-0.0mg,B2-0.2mg,Niacin-0.0mg,C-0.0mg","Turtle egg, white (Telur penyu, putih telur)"
"Fish, shellfish and products","Energy-264Kcal,Water-22.1g,Protein-60.7g,Fat-2.3g,CHO-0.5g,Fibre-0.0g,Ash-14.4g,Ca-500.0mg,P-786.0mg,Fe-3.0mg,Na-3,969.0mg,K-904.0mg,Retinol-130.0ug,Carotenes-0.0ug,Re-130.0ug,B1-0.2mg,B2-0.1mg,Niacin-13.2mg,C-0.0mg","Anchovy, dried, without head & entrails (Ikan bilis, kering, tanpa kepala dan usus)"
Eggs,"Energy-343Kcal,Water-50.9g,Protein-15g,Fat-30.9g,CHO-1.2g,Fibre-0.0g,Ash-2.0g,Ca-147.0mg,P-586.0mg,Fe-7.9mg,Na-78.0mg,K-110.0mg,Retinol-570.0ug,Carotenes-0.0ug,Re-570.0ug,B1-0.4mg,B2-0.4mg,Niacin-0.0mg,C-0.0mg","Hen egg, yolk (Telur ayam, kuning telur)"
"Fish, shellfish and products","Energy-95Kcal,Water-78.7g,Protein-16.4g,Fat-2.7g,CHO-1.2g,Fibre-0.0g,Ash-1.0g,Ca-28.0mg,P-168.0mg,Fe-1.1mg,Na-48.0mg,K-253.0mg,Retinol-21.0ug,Carotenes-0.0ug,Re-21.0ug,B1-0.0mg,B2-0.3mg,Niacin-1.6mg,C-0.6mg","Bream, African (Tilapia) ; Tilapia mossambica"
Eggs,"Energy-51Kcal,Water-86.6g,Protein-10.6g,Fat-0.0g,CHO-2.1g,Fibre-0.0g,Ash-0.7g,Ca-6.0mg,P-17.0mg,Fe-0.1mg,Na-175.0mg,K-149.0mg,Retinol-6.0ug,Carotenes-0.0ug,Re-6.0ug,B1-0.0mg,B2-0.3mg,Niacin-0.5mg,C-0.0mg","Hen egg, white (Telur ayam, putih telur)"
"Fish, shellfish and products","Energy-544Kcal,Water-7g,Protein-73g,Fat-28.0g,CHO-0.0g,Fibre-0.0g,Ash-0.3g,Ca-21.0mg,P-52.0mg,Fe-2.1mg,Na-64.0mg,K-17.0mg,Retinol-74.0ug,Carotenes-0.0ug,Re-74.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Bladder, fish, fried (Yi-piu, digoreng)"
"Fish, shellfish and products","Energy-89Kcal,Water-79.3g,Protein-15.6g,Fat-2.1g,CHO-1.9g,Fibre-0.0g,Ash-1.1g,Ca-25.0mg,P-206.0mg,Fe-1.6mg,Na-67.0mg,K-286.0mg,Retinol-26.0ug,Carotenes-0.0ug,Re-26.0ug,B1-0.0mg,B2-0.1mg,Niacin-2.3mg,C-0.3mg","Carp, common (Lee koh) ; Cyprinus carpio"
"Fish, shellfish and products","Energy-120Kcal,Water-75.2g,Protein-17.5g,Fat-5.0g,CHO-1.2g,Fibre-0.0g,Ash-1.1g,Ca-14.0mg,P-177.0mg,Fe-0.8mg,Na-76.0mg,K-275.0mg,Retinol-41.0ug,Carotenes-0.0ug,Re-41.0ug,B1-0.0mg,B2-0.0mg,Niacin-1.8mg,C-1.6mg",Catfish eel (Semilang) ; Plotosus canius
"Fish, shellfish and products","Energy-146Kcal,Water-73.6g,Protein-16.2g,Fat-9.0g,CHO-0.1g,Fibre-0.0g,Ash-1.1g,Ca-35.0mg,P-186.0mg,Fe-1.0mg,Na-41.0mg,K-302.0mg,Retinol-36.0ug,Carotenes-0.0ug,Re-36.0ug,B1-0.0mg,B2-0.0mg,Niacin-2.2mg,C-0.5mg","Carp, Javanese (Lampam Jawa) ; Puntius gonionotus"
"Fish, shellfish and products","Energy-96Kcal,Water-77g,Protein-19.7g,Fat-1.8g,CHO-0.3g,Fibre-0.0g,Ash-1.2g,Ca-26.0mg,P-227.0mg,Fe-0.5mg,Na-32.0mg,K-319.0mg,Retinol-18.0ug,Carotenes-0.0ug,Re-18.0ug,B1-0.0mg,B2-0.0mg,Niacin-1.3mg,C-0.9mg","Bream, African, red (Tilapia merah); Tilapia spp."
"Fish, shellfish and products","Energy-83Kcal,Water-79.8g,Protein-12.9g,Fat-3.4g,CHO-0.2g,Fibre-0.0g,Ash-2.9g,Ca-57.0mg,P-100.0mg,Fe-1.1mg,Na-665.0mg,K-72.0mg,Retinol-28.0ug,Carotenes-0.0ug,Re-28.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.8mg,C-0.0mg",Fish ball (Bebola ikan)
"Fish, shellfish and products","Energy-135Kcal,Water-73.7g,Protein-17.3g,Fat-6.8g,CHO-1.2g,Fibre-0.0g,Ash-1.0g,Ca-25.0mg,P-192.0mg,Fe-1.9mg,Na-23.0mg,K-278.0mg,Retinol-151.0ug,Carotenes-0.0ug,Re-151.0ug,B1-0.0mg,B2-0.0mg,Niacin-1.0mg,C-2.3mg",Carp (Tebal sisik) ; Puntius binotatus
"Fish, shellfish and products","Energy-118Kcal,Water-76.2g,Protein-16.6g,Fat-5.5g,CHO-0.6g,Fibre-0.0g,Ash-1.1g,Ca-11.0mg,P-192.0mg,Fe-0.5mg,Na-38.0mg,K-253.0mg,Retinol-47.0ug,Carotenes-6.0ug,Re-48.0ug,B1-0.1mg,B2-0.2mg,Niacin-1.6mg,C-3.1mg","Catfish, Malaysia river (Patin) ; Pangasius pangasius"
"Fish, shellfish and products","Energy-74Kcal,Water-80g,Protein-12g,Fat-1.2g,CHO-3.9g,Fibre-0.0g,Ash-2.9g,Ca-238.0mg,P-117.0mg,Fe-13.2mg,Na-264.0mg,K-280.0mg,Retinol-95.0ug,Carotenes-79.0ug,Re-108.0ug,B1-0.0mg,B2-0.8mg,Niacin-2.8mg,C-0.0mg","Cockles, fresh (Kerang) ; Arca granosa"
"Fish, shellfish and products","Energy-76Kcal,Water-81.4g,Protein-15.9g,Fat-1.3g,CHO-0.1g,Fibre-0.0g,Ash-1.3g,Ca-23.0mg,P-174.0mg,Fe-1.8mg,Na-96.0mg,K-80.0mg,Retinol-26.0ug,Carotenes-0.0ug,Re-26.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.9mg,C-2.0mg","Cuttlefish, fresh (Sotong) ; Sepia officinalis"
"Fish, shellfish and products","Energy-105Kcal,Water-75.7g,Protein-20.1g,Fat-2.5g,CHO-0.5g,Fibre-0.0g,Ash-1.2g,Ca-87.0mg,P-241.0mg,Fe-0.2mg,Na-20.0mg,K-260.0mg,Retinol-92.0ug,Carotenes-0.0ug,Re-92.0ug,B1-0.0mg,B2-0.0mg,Niacin-3.9mg,C-5.2mg",Featherback (Belida) ; Notopterus spp.
"Fish, shellfish and products","Energy-429Kcal,Water-4.1g,Protein-5.2g,Fat-10.7g,CHO-77.9g,Fibre-0.0g,Ash-2.1g,Ca-45.8mg,P-81.4mg,Fe-1.8mg,Na-526.8mg,K-110.0mg,Retinol-34.0ug,Carotenes-0.0ug,Re-34.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.8mg,C-8.7mg",Cuttlefish crackers (Keropok sotong)
"Fish, shellfish and products","Energy-118Kcal,Water-73.7g,Protein-21.5g,Fat-3.5g,CHO-0.0g,Fibre-0.0g,Ash-1.4g,Ca-77.0mg,P-274.0mg,Fe-1.3mg,Na-97.0mg,K-318.0mg,Retinol-24.0ug,Carotenes-0.0ug,Re-24.0ug,B1-0.1mg,B2-0.3mg,Niacin-4.2mg,C-0.0mg","Herring, round (Tamban bulat) ; Dussumieria hasselti"
"Fish, shellfish and products","Energy-63Kcal,Water-83.1g,Protein-11.2g,Fat-1.1g,CHO-2.0g,Fibre-0.0g,Ash-2.6g,Ca-118.0mg,P-162.0mg,Fe-6.7mg,Na-240.0mg,K-246.0mg,Retinol-62.0ug,Carotenes-0.0ug,Re-62.0ug,B1-0.0mg,B2-0.8mg,Niacin-2.6mg,C-0.0mg",Clam (Lala)
"Fish, shellfish and products","Energy-84Kcal,Water-78.3g,Protein-19.5g,Fat-0.4g,CHO-0.5g,Fibre-0.0g,Ash-1.3g,Ca-23.0mg,P-219.0mg,Fe-0.7mg,Na-58.0mg,K-460.0mg,Retinol-14.0ug,Carotenes-5.0ug,Re-15.0ug,B1-0.0mg,B2-0.1mg,Niacin-3.1mg,C-0.0mg","Grunter, silver (Gerut-gerut) ; Pomadasys hasta"
"Fish, shellfish and products","Energy-220Kcal,Water-66.6g,Protein-17.3g,Fat-16.7g,CHO-0.0g,Fibre-0.0g,Ash-1.0g,Ca-32.0mg,P-181.0mg,Fe-0.6mg,Na-34.0mg,K-297.0mg,Retinol-23.0ug,Carotenes-0.0ug,Re-23.0ug,B1-0.0mg,B2-0.0mg,Niacin-2.2mg,C-1.9mg",Jelawat (Jelawat) ; Leptobarbus hoevenii
"Fish, shellfish and products","Energy-107Kcal,Water-57.6g,Protein-5.1g,Fat-1.4g,CHO-18.6g,Fibre-0.0g,Ash-17.3g,Ca-384.0mg,P-312.0mg,Fe-3.2mg,Na-6,329.0mg,K-18.0mg,Retinol-67.0ug,Carotenes-37.0ug,Re-73.0ug,B1-0.0mg,B2-0.2mg,Niacin-3.2mg,C-0.0mg",Fish sauce (Budu)
"Fish, shellfish and products","Energy-89Kcal,Water-78.8g,Protein-17.9g,Fat-1.7g,CHO-0.5g,Fibre-0.0g,Ash-1.1g,Ca-47.0mg,P-198.0mg,Fe-1.3mg,Na-10.0mg,K-282.0mg,Retinol-25.0ug,Carotenes-0.0ug,Re-25.0ug,B1-0.1mg,B2-0.4mg,Niacin-1.5mg,C-2.6mg","Gouramy, snakeskin (Sepat siam) ; Trichogaster pectoralis"
"Fish, shellfish and products","Energy-510Kcal,Water-4.4g,Protein-12.6g,Fat-27.9g,CHO-52.0g,Fibre-0.0g,Ash-3.1g,Ca-254.0mg,P-244.0mg,Fe-1.9mg,Na-736.0mg,K-186.0mg,Retinol-119.0ug,Carotenes-0.0ug,Re-119.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg","Fish crackers, fried (Keropok ikan, digoreng)"
"Fish, shellfish and products","Energy-74Kcal,Water-80.9g,Protein-17.1g,Fat-0.3g,CHO-0.7g,Fibre-0.0g,Ash-1.0g,Ca-29.0mg,P-173.0mg,Fe-0.8mg,Na-32.0mg,K-269.0mg,Retinol-17.0ug,Carotenes-0.0ug,Re-17.0ug,B1-0.0mg,B2-0.2mg,Niacin-1.1mg,C-3.5mg",Goby (Ketutu) ; Oxyeleotris marmoratus
"Fish, shellfish and products","Energy-94Kcal,Water-76g,Protein-12.1g,Fat-1.6g,CHO-7.9g,Fibre-0.0g,Ash-2.9g,Ca-274.0mg,P-254.0mg,Fe-3.7mg,Na-646.0mg,K-174.0mg,Retinol-57.0ug,Carotenes-12.0ug,Re-59.0ug,B1-0.1mg,B2-0.2mg,Niacin-1.8mg,C-0.0mg","Fish curry, canned (Kari ikan dalam tin)"
