Category,Nutrients_Comp,ProductName
"Traditional Malaysian kuih, rice and rice flour based","Energy-543Kcal,Water-4.5g,Protein-4.2g,Fat-34.0g,CHO-55.0g,Fibre-0.1g,Ash-2.2g,Ca-10.0mg,P-41.0mg,Fe-2.6mg,Na-9.0mg,K-17.0mg,Retinol-5.0ug,Carotenes-0.0ug,Re-5.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.3mg,C-0.0mg",Kuih karas
"Traditional Malaysian kuih, rice and rice flour based","Energy-201Kcal,Water-50.3g,Protein-3.2g,Fat-1.2g,CHO-44.4g,Fibre-0.5g,Ash-0.8g,Ca-30.0mg,P-28.0mg,Fe-2.3mg,Na-152.0mg,K-59.0mg,Retinol-3.0ug,Carotenes-0.0ug,Re-3.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.4mg,C-1.2mg",Kuih buah Melaka
"Traditional Malaysian kuih, rice and rice flour based","Energy-322Kcal,Water-24.4g,Protein-2.9g,Fat-4.7g,CHO-66.9g,Fibre-0.1g,Ash-1.0g,Ca-43.0mg,P-55.0mg,Fe-3.6mg,Na-8.0mg,K-37.0mg,Retinol-110.0ug,Carotenes-179.0ug,Re-140.0ug,B1-0.2mg,B2-0.2mg,Niacin-0.8mg,C-1.6mg",Dodol
"Franchised 'fast-foods', miscellaneous","Energy-77Kcal,Water-83.8g,Protein-4.0g,Fat-3.4g,CHO-7.7g,Fibre-0.0g,Ash-1.1g,Ca-15.0mg,P-143.0mg,Fe-1.6mg,Na-320.0mg,K-280.0mg,Retinol-2.0ug,Carotenes-3.0ug,Re-2.0ug,B1-0.1mg,B2-0.1mg,Niacin-1.0mg,C-0.2mg",Murtabak sauce (Sos murtabak)
"Traditional Malaysian kuih, rice and rice flour based","Energy-222Kcal,Water-50.8g,Protein-4.0g,Fat-6.7g,CHO-36.5g,Fibre-0.8g,Ash-1.2g,Ca-12.0mg,P-29.0mg,Fe-2.5mg,Na-447.0mg,K-150.0mg,Retinol-27.0ug,Carotenes-23.0ug,Re-31.0ug,B1-0.0mg,B2-0.1mg,Niacin-1.0mg,C-0.0mg",Pulut panggang/Pulut udang
"Traditional Malaysian kuih, rice and rice flour based","Energy-189Kcal,Water-52.9g,Protein-1.8g,Fat-1.5g,CHO-42.0g,Fibre-1.3g,Ash-0.5g,Ca-3.0mg,P-48.0mg,Fe-1.4mg,Na-40.0mg,K-70.0mg,Retinol-1.0ug,Carotenes-0.0ug,Re-1.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.1mg,C-0.0mg",Bingka tepung beras
"Traditional Malaysian kuih, rice and rice flour based","Energy-597Kcal,Water-1.6g,Protein-17.4g,Fat-43.3g,CHO-34.4g,Fibre-1.1g,Ash-2.2g,Ca-43.0mg,P-321.0mg,Fe-3.3mg,Na-322.0mg,K-450.0mg,Retinol-26.0ug,Carotenes-2.0ug,Re-26.0ug,B1-0.2mg,B2-0.2mg,Niacin-5.7mg,C-4.7mg",Rempeyek
"Traditional Malaysian kuih, rice and rice flour based","Energy-202Kcal,Water-50.6g,Protein-2.3g,Fat-2.2g,CHO-43.3g,Fibre-0.9g,Ash-0.7g,Ca-50.0mg,P-2.0mg,Fe-0.9mg,Na-81.0mg,K-75.0mg,Retinol-3.0ug,Carotenes-0.0ug,Re-3.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.1mg,C-0.0mg",Kuih lopes pulut
"Traditional Malaysian kuih, rice and rice flour based","Energy-137Kcal,Water-65.6g,Protein-2.2g,Fat-0.7g,CHO-30.5g,Fibre-0.7g,Ash-0.3g,Ca-12.0mg,P-3.0mg,Fe-0.8mg,Na-217.0mg,K-8.0mg,Retinol-26.0ug,Carotenes-1.0ug,Re-26.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.2mg,C-0.0mg",Kuih tepung pelita
"Traditional Malaysian kuih, rice and rice flour based","Energy-194Kcal,Water-55.5g,Protein-3.6g,Fat-3.8g,CHO-36.3g,Fibre-0.2g,Ash-0.6g,Ca-6.0mg,P-59.0mg,Fe-0.7mg,Na-116.0mg,K-258.0mg,Retinol-14.0ug,Carotenes-0.0ug,Re-14.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.5mg,C-1.0mg",Kuih sri muka
"Traditional Malaysian kuih, rice and rice flour based","Energy-152Kcal,Water-63.2g,Protein-2.2g,Fat-1.2g,CHO-33.1g,Fibre-0.0g,Ash-0.3g,Ca-5.0mg,P-98.0mg,Fe-1.3mg,Na-49.0mg,K-29.0mg,Retinol-11.0ug,Carotenes-0.0ug,Re-11.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.2mg,C-0.4mg",Kuih lapis
"Traditional Malaysian kuih, wheat flour based","Energy-266Kcal,Water-46.4g,Protein-5.7g,Fat-11.5g,CHO-34.8g,Fibre-0.2g,Ash-1.4g,Ca-34.0mg,P-94.0mg,Fe-0.8mg,Na-279.0mg,K-39.0mg,Retinol-53.0ug,Carotenes-14.0ug,Re-56.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.9mg,C-0.3mg",Cucur udang
"Traditional Malaysian kuih, wheat flour based","Energy-545Kcal,Water-3.7g,Protein-9.5g,Fat-33.7g,CHO-50.8g,Fibre-1.1g,Ash-1.2g,Ca-85.0mg,P-125.0mg,Fe-2.0mg,Na-157.0mg,K-210.0mg,Retinol-22.0ug,Carotenes-182.0ug,Re-52.0ug,B1-0.1mg,B2-0.0mg,Niacin-0.7mg,C-0.0mg","Currypuff, mini (Karipap mini)"
"Traditional Malaysian kuih, rice and rice flour based","Energy-200Kcal,Water-48.7g,Protein-5.7g,Fat-2.0g,CHO-39.7g,Fibre-2.8g,Ash-1.1g,Ca-30.0mg,P-2.0mg,Fe-1.1mg,Na-19.0mg,K-9.0mg,Retinol-6.0ug,Carotenes-1.0ug,Re-6.0ug,B1-0.4mg,B2-0.1mg,Niacin-0.1mg,C-0.0mg",Kuih koci pulut hitam
"Traditional Malaysian kuih, wheat flour based","Energy-362Kcal,Water-30.6g,Protein-6.7g,Fat-18.1g,CHO-43.1g,Fibre-0.6g,Ash-0.9g,Ca-93.0mg,P-127.0mg,Fe-1.4mg,Na-110.0mg,K-32.0mg,Retinol-67.0ug,Carotenes-128.0ug,Re-88.0ug,B1-0.2mg,B2-0.5mg,Niacin-1.3mg,C-2.5mg","Cake, swiss roll (Kek swiss roll)"
"Traditional Malaysian kuih, rice and rice flour based","Energy-528Kcal,Water-3.9g,Protein-12.6g,Fat-31.5g,CHO-48.5g,Fibre-1.3g,Ash-2.2g,Ca-34.0mg,P-199.0mg,Fe-2.8mg,Na-418.0mg,K-409.0mg,Retinol-15.0ug,Carotenes-1.0ug,Re-15.0ug,B1-0.1mg,B2-0.1mg,Niacin-1.9mg,C-10.0mg",Tumpi
"Traditional Malaysian kuih, wheat flour based","Energy-380Kcal,Water-10.1g,Protein-9.3g,Fat-4.9g,CHO-74.7g,Fibre-0.5g,Ash-0.5g,Ca-10.0mg,P-108.0mg,Fe-1.8mg,Na-80.0mg,K-69.0mg,Retinol-11.0ug,Carotenes-0.0ug,Re-11.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.6mg,C-0.0mg",Baulu cermai
"Traditional Malaysian kuih, wheat flour based","Energy-311Kcal,Water-`30.2g,Protein-5.7g,Fat-7.6g,CHO-54.9g,Fibre-0.2g,Ash-1.4g,Ca-17.0mg,P-158.0mg,Fe-0.9mg,Na-459.0mg,K-22.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.1mg,C-0.0mg",Ham-chi-peng with glutinous rice (Ham-chi-peng)
"Traditional Malaysian kuih, rice and rice flour based","Energy-167Kcal,Water-58.0g,Protein-3.5g,Fat-0.1g,CHO-38.1g,Fibre-0.2g,Ash-0.1g,Ca-1.0mg,P-20.0mg,Fe-1.3mg,Na-5.0mg,K-12.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.5mg,B2-0.0mg,Niacin-0.1mg,C-0.2mg",Tapai pulut
"Traditional Malaysian kuih, wheat flour based","Energy-279Kcal,Water-33.5g,Protein-6.8g,Fat-3.5g,CHO-55.1g,Fibre-0.8g,Ash-0.3g,Ca-25.0mg,P-12.0mg,Fe-6.2mg,Na-9.0mg,K-7.0mg,Retinol-51.0ug,Carotenes-122.0ug,Re-71.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.7mg,C-0.0mg","Dumpling, red gram (Kuih pau kacang merah)"
"Traditional Malaysian kuih, wheat flour based","Energy-357Kcal,Water-23.2g,Protein-9.4g,Fat-10.4g,CHO-56.5g,Fibre-0.0g,Ash-0.5g,Ca-47.0mg,P-82.0mg,Fe-0.8mg,Na-59.0mg,K-75.0mg,Retinol-46.0ug,Carotenes-11.0ug,Re-48.0ug,B1-0.1mg,B2-0.1mg,Niacin-1.9mg,C-0.0mg",Doughnut (Donat)
"Traditional Malaysian kuih, wheat flour based","Energy-216Kcal,Water-54.0g,Protein-4.2g,Fat-7.9g,CHO-32.1g,Fibre-1.1g,Ash-0.8g,Ca-17.0mg,P-43.0mg,Fe-5.5mg,Na-47.0mg,K-331.0mg,Retinol-50.0ug,Carotenes-0.0ug,Re-50.0ug,B1-0.1mg,B2-0.1mg,Niacin-2.4mg,C-0.0mg",Kuih ketayap
"Traditional Malaysian kuih, wheat flour based","Energy-417Kcal,Water-2.8g,Protein-7.5g,Fat-6.7g,CHO-81.6g,Fibre-0.4g,Ash-1.0g,Ca-8.0mg,P-99.0mg,Fe-0.8mg,Na-85.0mg,K-128.0mg,Retinol-16.0ug,Carotenes-4.0ug,Re-17.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.4mg,C-0.0mg",Kuih kapit
"Traditional Malaysian kuih, wheat flour based","Energy-317Kcal,Water-35.6g,Protein-5.6g,Fat-12.5g,CHO-45.4g,Fibre-0.0g,Ash-0.9g,Ca-27.0mg,P-42.0mg,Fe-3.1mg,Na-195.0mg,K-191.0mg,Retinol-25.0ug,Carotenes-0.0ug,Re-25.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.7mg,C-0.0mg",Kuih apam gula hangus
"Traditional Malaysian kuih, wheat flour based","Energy-193Kcal,Water-52.0g,Protein-2.4g,Fat-0.4g,CHO-45.0g,Fibre-0.0g,Ash-0.2g,Ca-5.0mg,P-26.0mg,Fe-0.3mg,Na-843.0mg,K-0.0mg,Retinol-4.0ug,Carotenes-0.0ug,Re-4.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.2mg,C-0.0mg",Kuih apam
"Traditional Malaysian kuih, miscellaneous","Energy-142Kcal,Water-65.3g,Protein-0.3g,Fat-1.3g,CHO-32.2g,Fibre-0.6g,Ash-0.3g,Ca-1.0mg,P-8.0mg,Fe-0.9mg,Na-20.0mg,K-19.0mg,Retinol-5.0ug,Carotenes-0.0ug,Re-5.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.5mg,C-2.0mg",Kuih sagu
"Traditional Malaysian kuih, miscellaneous","Energy-116Kcal,Water-70.5g,Protein-0.6g,Fat-0.6g,CHO-27.1g,Fibre-1.1g,Ash-0.1g,Ca-3.0mg,P-13.0mg,Fe-0.4mg,Na-46.0mg,K-35.0mg,Retinol-1.0ug,Carotenes-2.0ug,Re-1.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.3mg,C-4.2mg",Kuih kastard jagung
"Traditional Malaysian kuih, miscellaneous","Energy-211Kcal,Water-46.6g,Protein-3.9g,Fat-0.7g,CHO-47.3g,Fibre-0.4g,Ash-1.1g,Ca-20.0mg,P-43.0mg,Fe-2.4mg,Na-343.0mg,K-168.0mg,Retinol-7.0ug,Carotenes-1.0ug,Re-7.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.7mg,C-0.0mg",Lengat pisang
"Traditional Malaysian kuih, miscellaneous","Energy-432Kcal,Water-4.1g,Protein-2.8g,Fat-10.2g,CHO-82.3g,Fibre-0.1g,Ash-0.5g,Ca-18.0mg,P-110.0mg,Fe-1.8mg,Na-104.0mg,K-84.0mg,Retinol-10.0ug,Carotenes-2.0ug,Re-10.0ug,B1-0.2mg,B2-0.0mg,Niacin-0.0mg,C-0.0mg",Kuih bangkit sagu
"Traditional Malaysian kuih, miscellaneous","Energy-314Kcal,Water-37.1g,Protein-8.7g,Fat-14.9g,CHO-36.2g,Fibre-0.2g,Ash-2.9g,Ca-29.0mg,P-320.0mg,Fe-4.4mg,Na-604.0mg,K-29.0mg,Retinol-0.0ug,Carotenes-0.0ug,Re-0.0ug,B1-0.0mg,B2-0.2mg,Niacin-2.1mg,C-0.0mg",Pakoda
"Traditional Malaysian kuih, miscellaneous","Energy-208Kcal,Water-46.1g,Protein-1.0g,Fat-0.8g,CHO-49.2g,Fibre-1.8g,Ash-1.1g,Ca-29.0mg,P-541.0mg,Fe-1.5mg,Na-236.0mg,K-249.0mg,Retinol-11.0ug,Carotenes-3.0ug,Re-12.0ug,B1-0.1mg,B2-0.2mg,Niacin-0.6mg,C-2.5mg",Lepat ubi
"Traditional Malaysian kuih, miscellaneous","Energy-420Kcal,Water-5.2g,Protein-2.3g,Fat-8.3g,CHO-83.9g,Fibre-0.1g,Ash-0.2g,Ca-20.0mg,P-21.0mg,Fe-1.6mg,Na-70.0mg,K-60.0mg,Retinol-2.0ug,Carotenes-0.0ug,Re-2.0ug,B1-0.2mg,B2-0.0mg,Niacin-0.5mg,C-1.9mg",Kuih telur labah
"Traditional Malaysian kuih, miscellaneous","Energy-434Kcal,Water-38g,Protein-2.3g,Fat-12.3g,CHO-78.4g,Fibre-1.5g,Ash-1.7g,Ca-39.0mg,P-44.0mg,Fe-4.0mg,Na-50.0mg,K-288.0mg,Retinol-44.0ug,Carotenes-190.0ug,Re-76.0ug,B1-0.0mg,B2-0.4mg,Niacin-1.0mg,C-0.4mg",Kerepek ubi kayu
"Traditional Malaysian kuih, miscellaneous","Energy-254Kcal,Water-43.2g,Protein-3.9g,Fat-6.3g,CHO-45.4g,Fibre-0.5g,Ash-0.7g,Ca-9.0mg,P-45.0mg,Fe-0.6mg,Na-75.0mg,K-162.0mg,Retinol-31.0ug,Carotenes-35.0ug,Re-37.0ug,B1-0.1mg,B2-0.1mg,Niacin-0.6mg,C-0.9mg",Cokodok pisang
"Traditional Malaysian kuih, miscellaneous","Energy-360Kcal,Water-11.5g,Protein-7.1g,Fat-4.0g,CHO-73.9g,Fibre-1.4g,Ash-2.1g,Ca-21.0mg,P-313.0mg,Fe-4.5mg,Na-26.0mg,K-256.0mg,Retinol-0.0ug,Carotenes-52.0ug,Re-9.0ug,B1-0.2mg,B2-0.1mg,Niacin-2.5mg,C-0.0mg",Emping muda
"Traditional Malaysian kuih, miscellaneous","Energy-221Kcal,Water-48.3g,Protein-1.2g,Fat-4.2g,CHO-44.5g,Fibre-1.1g,Ash-0.7g,Ca-35.0mg,P-35.0mg,Fe-2.8mg,Na-50.0mg,K-90.0mg,Retinol-1.0ug,Carotenes-0.0ug,Re-1.0ug,B1-0.1mg,B2-0.0mg,Niacin-1.3mg,C-0.0mg",Bingka ubi kayu
"Traditional Malaysian kuih, wheat flour based","Energy-252Kcal,Water-41.7g,Protein-7.4g,Fat-5.8g,CHO-42.6g,Fibre-0.6g,Ash-1.9g,Ca-94.0mg,P-80.0mg,Fe-1.6mg,Na-456.0mg,K-93.0mg,Retinol-46.0ug,Carotenes-169.0ug,Re-74.0ug,B1-0.1mg,B2-0.1mg,Niacin-1.1mg,C-1.1mg","Sandwich, sardine (Sandwich sardin)"
"Traditional Malaysian kuih, miscellaneous","Energy-184Kcal,Water-60.2g,Protein-6.2g,Fat-6.8g,CHO-24.6g,Fibre-1.3g,Ash-0.9g,Ca-15.0mg,P-37.0mg,Fe-1.0mg,Na-375.0mg,K-96.0mg,Retinol-5.0ug,Carotenes-88.0ug,Re-20.0ug,B1-0.0mg,B2-0.1mg,Niacin-0.8mg,C-0.0mg",Spring roll (Popia)
"Traditional Malaysian kuih, wheat flour based","Energy-526Kcal,Water-3.8g,Protein-7.7g,Fat-30.0g,CHO-56.4g,Fibre-0.1g,Ash-2.0g,Ca-17.0mg,P-64.0mg,Fe-1.4mg,Na-587.0mg,K-87.0mg,Retinol-2.0ug,Carotenes-0.0ug,Re-2.0ug,B1-0.3mg,B2-0.0mg,Niacin-1.0mg,C-0.0mg",Kuih lidah kucing
"Traditional Malaysian kuih, miscellaneous","Energy-515Kcal,Water-1.8g,Protein-16.8g,Fat-31.7g,CHO-40.6g,Fibre-0.5g,Ash-8.6g,Ca-41.0mg,P-381.0mg,Fe-9.5mg,Na-1,428.0mg,K-52.0mg,Retinol-7.0ug,Carotenes-0.0ug,Re-7.0ug,B1-0.0mg,B2-0.3mg,Niacin-1.1mg,C-0.0mg",Papadam
"Traditional Malaysian kuih, miscellaneous","Energy-100Kcal,Water-75.3g,Protein-1.5g,Fat-0.6g,CHO-22.1g,Fibre-0.2g,Ash-0.3g,Ca-6.0mg,P-16.0mg,Fe-1.1mg,Na-6.0mg,K-75.0mg,Retinol-40.0ug,Carotenes-51.0ug,Re-49.0ug,B1-0.0mg,B2-0.0mg,Niacin-0.3mg,C-0.0mg",Puding jagung
"Traditional Malaysian kuih, miscellaneous","Energy-324Kcal,Water-37.9g,Protein-13.6g,Fat-17.5g,CHO-28.0g,Fibre-0.5g,Ash-2.5g,Ca-16.0mg,P-302.0mg,Fe-2.5mg,Na-450.0mg,K-31.0mg,Retinol-15.0ug,Carotenes-0.0ug,Re-15.0ug,B1-0.0mg,B2-0.3mg,Niacin-2.3mg,C-0.0mg","Vadai, kacang dal kuning"
